Average Persistence,Number of States,Feature,Train Length,Frequency
0.044624505928853794,5,vw_ema_mu,2.0,63
0.0441106719367589,5,vw_ema_mu,2.0,252
0.044034817563831465,5,vw_ema_mu,3.0,1
0.04447018914784998,5,vw_ema_mu,3.0,5
0.043546408613874835,5,vw_ema_mu,3.0,21
0.04432916117698723,5,vw_ema_mu,3.0,63
0.04858366271409748,5,vw_ema_mu,3.0,252
0.03699406369878483,5,vw_ema_mu,4.0,1
0.03680935881673495,5,vw_ema_mu,4.0,5
0.037368129212045416,5,vw_ema_mu,4.0,21
0.03874162227186806,5,vw_ema_mu,4.0,63
0.04317752191098127,5,vw_ema_mu,4.0,252
0.08329202194460357,5,vw_macd,0.5,1
0.08265424225245738,5,vw_macd,0.5,5
0.0834325396825398,5,vw_macd,0.5,21
0.08280922431865818,5,vw_macd,0.5,63
0.08455433455433455,5,vw_macd,0.5,252
0.07019959365887345,5,vw_macd,1.0,1
0.0702832125187665,5,vw_macd,1.0,5
0.07007628206742023,5,vw_macd,1.0,21
0.0687899057464275,5,vw_macd,1.0,63
0.06886591669200365,5,vw_macd,1.0,252
0.055214163954363654,5,vw_macd,2.0,1
0.05554326005910157,5,vw_macd,2.0,5
0.055440672198518434,5,vw_macd,2.0,21
0.055415019762845866,5,vw_macd,2.0,63
0.05683794466403162,5,vw_macd,2.0,252
0.04651650234941295,5,vw_macd,3.0,1
0.046742862335066276,5,vw_macd,3.0,5
0.0461314797146881,5,vw_macd,3.0,21
0.04620937637241985,5,vw_macd,3.0,63
0.04759552042160738,5,vw_macd,3.0,252
0.041752481696179004,5,vw_macd,4.0,1
0.04162136622737943,5,vw_macd,4.0,5
0.041800551653538846,5,vw_macd,4.0,21
0.041276422065647037,5,vw_macd,4.0,63
0.041673827118061516,5,vw_macd,4.0,252
0.41269369139683293,5,vw_rsi,0.5,1
0.41350151171579796,5,vw_rsi,0.5,5
0.41555059523809473,5,vw_rsi,0.5,21
0.41352201257861604,5,vw_rsi,0.5,63
0.4035409035409036,5,vw_rsi,0.5,252
0.41010855934635715,5,vw_rsi,1.0,1
0.4111660828211574,5,vw_rsi,1.0,5
0.4124015004657484,5,vw_rsi,1.0,21
0.415665855883247,5,vw_rsi,1.0,63
0.4261173608999695,5,vw_rsi,1.0,252
0.3998456105548069,5,vw_rsi,2.0,1
0.400102554830988,5,vw_rsi,2.0,5
0.4015849540611991,5,vw_rsi,2.0,21
0.40272727272727266,5,vw_rsi,2.0,63
0.412490118577075,5,vw_rsi,2.0,252
0.39073438012714,5,vw_rsi,3.0,1
0.39118103286019323,5,vw_rsi,3.0,5
0.3909318068238612,5,vw_rsi,3.0,21
0.38983585858585856,5,vw_rsi,3.0,63
0.39646464646464646,5,vw_rsi,3.0,252
0.37857968847959766,5,vw_rsi,4.0,1
0.37845257086343553,5,vw_rsi,4.0,5
0.3780070805016067,5,vw_rsi,4.0,21
0.3785014607320845,5,vw_rsi,4.0,63
0.3809932978174944,5,vw_rsi,4.0,252
